city,city_ascii,state_id,state_name,timezone
Waukegan,Waukegan,IL,Illinois,America/Chicago
Newton,Newton,MA,Massachusetts,America/New_York
Lawrence,Lawrence,MA,Massachusetts,America/New_York
Bloomington,Bloomington,MN,Minnesota,America/Chicago
St. Augustine,St. Augustine,FL,Florida,America/New_York
Springdale,Springdale,AR,Arkansas,America/Chicago
Deerfield Beach,Deerfield Beach,FL,Florida,America/New_York
Bryan,Bryan,TX,Texas,America/Chicago
Troy,Troy,MI,Michigan,America/Detroit
San Leandro,San Leandro,CA,California,America/Los_Angeles
Franklin,Franklin,TN,Tennessee,America/Chicago
Mission,Mission,TX,Texas,America/Chicago
Citrus Heights,Citrus Heights,CA,California,America/Los_Angeles
Melbourne,Melbourne,FL,Florida,America/New_York
Lake Forest,Lake Forest,CA,California,America/Los_Angeles
Whittier,Whittier,CA,California,America/Los_Angeles
Winchester,Winchester,VA,Virginia,America/New_York
Georgetown,Georgetown,TX,Texas,America/Chicago
San Ramon,San Ramon,CA,California,America/Los_Angeles
Town 'n' Country,Town 'n' Country,FL,Florida,America/New_York
Auburn,Auburn,WA,Washington,America/Los_Angeles
Livermore,Livermore,CA,California,America/Los_Angeles
Muncie,Muncie,IN,Indiana,America/Indiana/Indianapolis
Baytown,Baytown,TX,Texas,America/Chicago
Hawthorne,Hawthorne,CA,California,America/Los_Angeles
Lehi,Lehi,UT,Utah,America/Denver
Wenatchee,Wenatchee,WA,Washington,America/Los_Angeles
North Port,North Port,FL,Florida,America/New_York
State College,State College,PA,Pennsylvania,America/New_York
Vineland,Vineland,NJ,New Jersey,America/New_York
Folsom,Folsom,CA,California,America/Los_Angeles
Brooklyn Park,Brooklyn Park,MN,Minnesota,America/Chicago
Newport Beach,Newport Beach,CA,California,America/Los_Angeles
Mountain View,Mountain View,CA,California,America/Los_Angeles
Westland,Westland,MI,Michigan,America/Detroit
Farmington Hills,Farmington Hills,MI,Michigan,America/Detroit
The Villages,The Villages,FL,Florida,America/New_York
Layton,Layton,UT,Utah,America/Denver
Cranston,Cranston,RI,Rhode Island,America/New_York
Warwick,Warwick,RI,Rhode Island,America/New_York
Madera,Madera,CA,California,America/Los_Angeles
Buena Park,Buena Park,CA,California,America/Los_Angeles
Homestead,Homestead,FL,Florida,America/New_York
Cicero,Cicero,IL,Illinois,America/Chicago
New Rochelle,New Rochelle,NY,New York,America/New_York
South Jordan,South Jordan,UT,Utah,America/Denver
Largo,Largo,FL,Florida,America/New_York
Redwood City,Redwood City,CA,California,America/Los_Angeles
Newark,Newark,OH,Ohio,America/New_York
Napa,Napa,CA,California,America/Los_Angeles
Miami Beach,Miami Beach,FL,Florida,America/New_York
Johns Creek,Johns Creek,GA,Georgia,America/New_York
Rancho Cordova,Rancho Cordova,CA,California,America/Los_Angeles
Silver Spring,Silver Spring,MD,Maryland,America/New_York
Boynton Beach,Boynton Beach,FL,Florida,America/New_York
Elizabethtown,Elizabethtown,KY,Kentucky,America/New_York
Flagstaff,Flagstaff,AZ,Arizona,America/Phoenix
Somerville,Somerville,MA,Massachusetts,America/New_York
Alhambra,Alhambra,CA,California,America/Los_Angeles
Springfield,Springfield,OH,Ohio,America/New_York
Albany,Albany,GA,Georgia,America/New_York
Anderson,Anderson,IN,Indiana,America/Indiana/Indianapolis
Terre Haute,Terre Haute,IN,Indiana,America/Indiana/Indianapolis
Perris,Perris,CA,California,America/Los_Angeles
Jackson,Jackson,MI,Michigan,America/Detroit
Florence,Florence,AL,Alabama,America/Chicago
Pharr,Pharr,TX,Texas,America/Chicago
Alton,Alton,IL,Illinois,America/Chicago
Anniston,Anniston,AL,Alabama,America/Chicago
Jonesboro,Jonesboro,AR,Arkansas,America/Chicago
Decatur,Decatur,IL,Illinois,America/Chicago
Pine Hills,Pine Hills,FL,Florida,America/New_York
Cheyenne,Cheyenne,WY,Wyoming,America/Denver
Port Huron,Port Huron,MI,Michigan,America/Detroit
Parma,Parma,OH,Ohio,America/New_York
Lakewood,Lakewood,CA,California,America/Los_Angeles
Hattiesburg,Hattiesburg,MS,Mississippi,America/Chicago
Turlock,Turlock,CA,California,America/Los_Angeles
Pasco,Pasco,WA,Washington,America/Los_Angeles
Kendall,Kendall,FL,Florida,America/New_York
Upland,Upland,CA,California,America/Los_Angeles
Plymouth,Plymouth,MN,Minnesota,America/Chicago
Doral,Doral,FL,Florida,America/New_York
Castle Rock,Castle Rock,CO,Colorado,America/Denver
Valdosta,Valdosta,GA,Georgia,America/New_York
Daytona Beach,Daytona Beach,FL,Florida,America/New_York
Tustin,Tustin,CA,California,America/Los_Angeles
Milpitas,Milpitas,CA,California,America/Los_Angeles
Loveland,Loveland,CO,Colorado,America/Denver
Flower Mound,Flower Mound,TX,Texas,America/Chicago
Woodbury,Woodbury,MN,Minnesota,America/Chicago
Cedar Park,Cedar Park,TX,Texas,America/Chicago
Bethlehem,Bethlehem,PA,Pennsylvania,America/New_York
Chino Hills,Chino Hills,CA,California,America/Los_Angeles
Wausau,Wausau,WI,Wisconsin,America/Chicago
Morgantown,Morgantown,WV,West Virginia,America/New_York
Davis,Davis,CA,California,America/Los_Angeles
Mableton,Mableton,GA,Georgia,America/New_York
Mansfield,Mansfield,TX,Texas,America/Chicago
Wyoming,Wyoming,MI,Michigan,America/Detroit
Redmond,Redmond,WA,Washington,America/Los_Angeles
Alameda,Alameda,CA,California,America/Los_Angeles
Saratoga Springs,Saratoga Springs,NY,New York,America/New_York
Rochester Hills,Rochester Hills,MI,Michigan,America/Detroit
Pleasanton,Pleasanton,CA,California,America/Los_Angeles
Carmichael,Carmichael,CA,California,America/Los_Angeles
Camarillo,Camarillo,CA,California,America/Los_Angeles
Schaumburg,Schaumburg,IL,Illinois,America/Chicago
Bellflower,Bellflower,CA,California,America/Los_Angeles
Texarkana,Texarkana,TX,Texas,America/Chicago
Hammond,Hammond,IN,Indiana,America/Chicago
Salisbury,Salisbury,MD,Maryland,America/New_York
Missouri City,Missouri City,TX,Texas,America/Chicago
Dothan,Dothan,AL,Alabama,America/Chicago
Alexandria,Alexandria,LA,Louisiana,America/Chicago
Evanston,Evanston,IL,Illinois,America/Chicago
Broomfield,Broomfield,CO,Colorado,America/Denver
Pittsburg,Pittsburg,CA,California,America/Los_Angeles
Southfield,Southfield,MI,Michigan,America/Detroit
Wesley Chapel,Wesley Chapel,FL,Florida,America/New_York
Arlington Heights,Arlington Heights,IL,Illinois,America/Chicago
Pawtucket,Pawtucket,RI,Rhode Island,America/New_York
Apple Valley,Apple Valley,CA,California,America/Los_Angeles
Sheboygan,Sheboygan,WI,Wisconsin,America/Chicago
Oshkosh,Oshkosh,WI,Wisconsin,America/Chicago
Ellicott City,Ellicott City,MD,Maryland,America/New_York
Mansfield,Mansfield,OH,Ohio,America/New_York
Poinciana,Poinciana,FL,Florida,America/New_York
Lodi,Lodi,CA,California,America/Los_Angeles
Battle Creek,Battle Creek,MI,Michigan,America/Detroit
Lauderhill,Lauderhill,FL,Florida,America/New_York
Lebanon,Lebanon,PA,Pennsylvania,America/New_York
Lakeville,Lakeville,MN,Minnesota,America/Chicago
Dover,Dover,NH,New Hampshire,America/New_York
New Britain,New Britain,CT,Connecticut,America/New_York
Bolingbrook,Bolingbrook,IL,Illinois,America/Chicago
Leander,Leander,TX,Texas,America/Chicago
Owensboro,Owensboro,KY,Kentucky,America/Chicago
Conway,Conway,AR,Arkansas,America/Chicago
Harrisonburg,Harrisonburg,VA,Virginia,America/New_York
Redlands,Redlands,CA,California,America/Los_Angeles
Noblesville,Noblesville,IN,Indiana,America/Indiana/Indianapolis
Rocklin,Rocklin,CA,California,America/Los_Angeles
St. Joseph,St. Joseph,MO,Missouri,America/Chicago
Tamarac,Tamarac,FL,Florida,America/New_York
Rogers,Rogers,AR,Arkansas,America/Chicago
Pocatello,Pocatello,ID,Idaho,America/Boise
Caguas,Caguas,PR,Puerto Rico,America/Puerto_Rico
Morristown,Morristown,TN,Tennessee,America/New_York
Altoona,Altoona,PA,Pennsylvania,America/New_York
San Marcos,San Marcos,TX,Texas,America/Chicago
Jackson,Jackson,TN,Tennessee,America/Chicago
Ankeny,Ankeny,IA,Iowa,America/Chicago
Glen Burnie,Glen Burnie,MD,Maryland,America/New_York
Bristol,Bristol,TN,Tennessee,America/New_York
Blaine,Blaine,MN,Minnesota,America/Chicago
Lake Elsinore,Lake Elsinore,CA,California,America/Los_Angeles
Maricopa,Maricopa,AZ,Arizona,America/Phoenix
Mount Vernon,Mount Vernon,NY,New York,America/New_York
Framingham,Framingham,MA,Massachusetts,America/New_York
Michigan City,Michigan City,IN,Indiana,America/Chicago
Casas Adobes,Casas Adobes,AZ,Arizona,America/Phoenix
Cleveland,Cleveland,TN,Tennessee,America/New_York
Janesville,Janesville,WI,Wisconsin,America/Chicago
Queen Creek,Queen Creek,AZ,Arizona,America/Phoenix
Wilmington,Wilmington,DE,Delaware,America/New_York
Centreville,Centreville,VA,Virginia,America/New_York
Bayonne,Bayonne,NJ,New Jersey,America/New_York
Sumter,Sumter,SC,South Carolina,America/New_York
St. Charles,St. Charles,MO,Missouri,America/Chicago
Sherman,Sherman,TX,Texas,America/Chicago
Camden,Camden,NJ,New Jersey,America/New_York
Longview,Longview,WA,Washington,America/Los_Angeles
Waukesha,Waukesha,WI,Wisconsin,America/Chicago
Maple Grove,Maple Grove,MN,Minnesota,America/Chicago
West Des Moines,West Des Moines,IA,Iowa,America/Chicago
Dale City,Dale City,VA,Virginia,America/New_York
Tulare,Tulare,CA,California,America/Los_Angeles
Dublin,Dublin,CA,California,America/Los_Angeles
North Richland Hills,North Richland Hills,TX,Texas,America/Chicago
Eastvale,Eastvale,CA,California,America/Los_Angeles
Apex,Apex,NC,North Carolina,America/New_York
Guaynabo,Guaynabo,PR,Puerto Rico,America/Puerto_Rico
Hammond,Hammond,LA,Louisiana,America/Chicago
Blacksburg,Blacksburg,VA,Virginia,America/New_York
Baldwin Park,Baldwin Park,CA,California,America/Los_Angeles
East Orange,East Orange,NJ,New Jersey,America/New_York
Walnut Creek,Walnut Creek,CA,California,America/Los_Angeles
Passaic,Passaic,NJ,New Jersey,America/New_York
Gaithersburg,Gaithersburg,MD,Maryland,America/New_York
Porterville,Porterville,CA,California,America/Los_Angeles
Dubuque,Dubuque,IA,Iowa,America/Chicago
Mount Vernon,Mount Vernon,WA,Washington,America/Los_Angeles
Bethesda,Bethesda,MD,Maryland,America/New_York
Redondo Beach,Redondo Beach,CA,California,America/Los_Angeles
Corvallis,Corvallis,OR,Oregon,America/Los_Angeles
Glens Falls,Glens Falls,NY,New York,America/New_York
Watsonville,Watsonville,CA,California,America/Los_Angeles
Fairbanks,Fairbanks,AK,Alaska,America/Anchorage
Fajardo,Fajardo,PR,Puerto Rico,America/Puerto_Rico
Schenectady,Schenectady,NY,New York,America/New_York
Brunswick,Brunswick,GA,Georgia,America/New_York
Weston,Weston,FL,Florida,America/New_York
Hanford,Hanford,CA,California,America/Los_Angeles
Great Falls,Great Falls,MT,Montana,America/Denver
Spring,Spring,TX,Texas,America/Chicago
Shawnee,Shawnee,KS,Kansas,America/Chicago
Ames,Ames,IA,Iowa,America/Chicago
Grand Forks,Grand Forks,ND,North Dakota,America/Chicago
Gary,Gary,IN,Indiana,America/Chicago
South Hill,South Hill,WA,Washington,America/Los_Angeles
Eagan,Eagan,MN,Minnesota,America/Chicago
Delray Beach,Delray Beach,FL,Florida,America/New_York
Spring Hill,Spring Hill,TN,Tennessee,America/Chicago
Haverhill,Haverhill,MA,Massachusetts,America/New_York
Rockville,Rockville,MD,Maryland,America/New_York
Sebring,Sebring,FL,Florida,America/New_York
Union City,Union City,CA,California,America/Los_Angeles
Horizon West,Horizon West,FL,Florida,America/New_York
El Paso de Robles,El Paso de Robles,CA,California,America/Los_Angeles
Palo Alto,Palo Alto,CA,California,America/Los_Angeles
Yorba Linda,Yorba Linda,CA,California,America/Los_Angeles
Bay City,Bay City,MI,Michigan,America/Detroit
Alpharetta,Alpharetta,GA,Georgia,America/New_York
Novi,Novi,MI,Michigan,America/Detroit
DeKalb,DeKalb,IL,Illinois,America/Chicago
Caldwell,Caldwell,ID,Idaho,America/Boise
Sammamish,Sammamish,WA,Washington,America/Los_Angeles
Union City,Union City,NJ,New Jersey,America/New_York
Commerce City,Commerce City,CO,Colorado,America/Denver
Lima,Lima,OH,Ohio,America/New_York
Juana Díaz,Juana Diaz,PR,Puerto Rico,America/Puerto_Rico
Palatine,Palatine,IL,Illinois,America/Chicago
Skokie,Skokie,IL,Illinois,America/Chicago
Port Charlotte,Port Charlotte,FL,Florida,America/New_York
Dalton,Dalton,GA,Georgia,America/New_York
Greenwood,Greenwood,IN,Indiana,America/Indiana/Indianapolis
Pflugerville,Pflugerville,TX,Texas,America/Chicago
Dundalk,Dundalk,MD,Maryland,America/New_York
Malden,Malden,MA,Massachusetts,America/New_York
Victoria,Victoria,TX,Texas,America/Chicago
Casper,Casper,WY,Wyoming,America/Denver
Kankakee,Kankakee,IL,Illinois,America/Chicago
Albany,Albany,OR,Oregon,America/Los_Angeles
Rowlett,Rowlett,TX,Texas,America/Chicago
Beaufort,Beaufort,SC,South Carolina,America/New_York
Brentwood,Brentwood,CA,California,America/Los_Angeles
St. Cloud,St. Cloud,FL,Florida,America/New_York
Castro Valley,Castro Valley,CA,California,America/Los_Angeles
Kenner,Kenner,LA,Louisiana,America/Chicago
Waltham,Waltham,MA,Massachusetts,America/New_York
Port Orange,Port Orange,FL,Florida,America/New_York
Lynwood,Lynwood,CA,California,America/Los_Angeles
North Little Rock,North Little Rock,AR,Arkansas,America/Chicago
Bellevue,Bellevue,NE,Nebraska,America/Chicago
Burnsville,Burnsville,MN,Minnesota,America/Chicago
Reston,Reston,VA,Virginia,America/New_York
South San Francisco,South San Francisco,CA,California,America/Los_Angeles
Laguna Niguel,Laguna Niguel,CA,California,America/Los_Angeles
Huntersville,Huntersville,NC,North Carolina,America/New_York
Sanford,Sanford,FL,Florida,America/New_York
Millcreek,Millcreek,UT,Utah,America/Denver
Coon Rapids,Coon Rapids,MN,Minnesota,America/Chicago
Hamilton,Hamilton,OH,Ohio,America/New_York
Moore,Moore,OK,Oklahoma,America/Chicago
San Clemente,San Clemente,CA,California,America/Los_Angeles
Hendersonville,Hendersonville,TN,Tennessee,America/Chicago
Eden Prairie,Eden Prairie,MN,Minnesota,America/Chicago
Lakewood,Lakewood,WA,Washington,America/Los_Angeles
Bossier City,Bossier City,LA,Louisiana,America/Chicago
Richland,Richland,WA,Washington,America/Los_Angeles
Council Bluffs,Council Bluffs,IA,Iowa,America/Chicago
Marietta,Marietta,GA,Georgia,America/New_York
Bozeman,Bozeman,MT,Montana,America/Denver
Wellington,Wellington,FL,Florida,America/New_York
Pontiac,Pontiac,MI,Michigan,America/Detroit
Taylor,Taylor,MI,Michigan,America/Detroit
La Habra,La Habra,CA,California,America/Los_Angeles
Jupiter,Jupiter,FL,Florida,America/New_York
Woodland,Woodland,CA,California,America/Los_Angeles
Parker,Parker,CO,Colorado,America/Denver
Dearborn Heights,Dearborn Heights,MI,Michigan,America/Detroit
Chapel Hill,Chapel Hill,NC,North Carolina,America/New_York
Palm Harbor,Palm Harbor,FL,Florida,America/New_York
Springfield,Springfield,OR,Oregon,America/Los_Angeles
Encinitas,Encinitas,CA,California,America/Los_Angeles
Bristol,Bristol,CT,Connecticut,America/New_York
Shoreline,Shoreline,WA,Washington,America/Los_Angeles
Montebello,Montebello,CA,California,America/Los_Angeles
Palm Beach Gardens,Palm Beach Gardens,FL,Florida,America/New_York
Casa Grande,Casa Grande,AZ,Arizona,America/Phoenix
La Mesa,La Mesa,CA,California,America/Los_Angeles
Florence-Graham,Florence-Graham,CA,California,America/Los_Angeles
White Plains,White Plains,NY,New York,America/New_York
Meriden,Meriden,CT,Connecticut,America/New_York
Stonecrest,Stonecrest,GA,Georgia,America/New_York
San Rafael,San Rafael,CA,California,America/Los_Angeles
Taunton,Taunton,MA,Massachusetts,America/New_York
Euless,Euless,TX,Texas,America/Chicago
North Miami,North Miami,FL,Florida,America/New_York
Wylie,Wylie,TX,Texas,America/Chicago
Pico Rivera,Pico Rivera,CA,California,America/Los_Angeles
Madison,Madison,AL,Alabama,America/Chicago
Revere,Revere,MA,Massachusetts,America/New_York
Blue Springs,Blue Springs,MO,Missouri,America/Chicago
West Allis,West Allis,WI,Wisconsin,America/Chicago
Gardena,Gardena,CA,California,America/Los_Angeles
Medford,Medford,MA,Massachusetts,America/New_York
Herriman,Herriman,UT,Utah,America/Denver
Santee,Santee,CA,California,America/Los_Angeles
Petaluma,Petaluma,CA,California,America/Los_Angeles
Margate,Margate,FL,Florida,America/New_York
Des Plaines,Des Plaines,IL,Illinois,America/Chicago
Monterey Park,Monterey Park,CA,California,America/Los_Angeles
Kokomo,Kokomo,IN,Indiana,America/Indiana/Indianapolis
St. Peters,St. Peters,MO,Missouri,America/Chicago
National City,National City,CA,California,America/Los_Angeles
The Hammocks,The Hammocks,FL,Florida,America/New_York
Towson,Towson,MD,Maryland,America/New_York
Taylorsville,Taylorsville,UT,Utah,America/Denver
Hoboken,Hoboken,NJ,New Jersey,America/New_York
Cupertino,Cupertino,CA,California,America/Los_Angeles
Severn,Severn,MD,Maryland,America/New_York
Carson City,Carson City,NV,Nevada,America/Los_Angeles
Lenexa,Lenexa,KS,Kansas,America/Chicago
Lake Havasu City,Lake Havasu City,AZ,Arizona,America/Phoenix
Coconut Creek,Coconut Creek,FL,Florida,America/New_York
Midwest City,Midwest City,OK,Oklahoma,America/Chicago
Bentonville,Bentonville,AR,Arkansas,America/Chicago
Apopka,Apopka,FL,Florida,America/New_York
St. Clair Shores,St. Clair Shores,MI,Michigan,America/Detroit
Bel Air South,Bel Air South,MD,Maryland,America/New_York
Royal Oak,Royal Oak,MI,Michigan,America/Detroit
Bowie,Bowie,MD,Maryland,America/New_York
Orland Park,Orland Park,IL,Illinois,America/Chicago
Kannapolis,Kannapolis,NC,North Carolina,America/New_York
Brookhaven,Brookhaven,GA,Georgia,America/New_York
Lacey,Lacey,WA,Washington,America/Los_Angeles
Decatur,Decatur,AL,Alabama,America/Chicago
Kettering,Kettering,OH,Ohio,America/New_York
Bradenton,Bradenton,FL,Florida,America/New_York
Sarasota,Sarasota,FL,Florida,America/New_York
Marana,Marana,AZ,Arizona,America/Phoenix
Bartlett,Bartlett,TN,Tennessee,America/Chicago
Oak Lawn,Oak Lawn,IL,Illinois,America/Chicago
Kyle,Kyle,TX,Texas,America/Chicago
Smyrna,Smyrna,TN,Tennessee,America/Chicago
Highland,Highland,CA,California,America/Los_Angeles
Smyrna,Smyrna,GA,Georgia,America/New_York
New Brunswick,New Brunswick,NJ,New Jersey,America/New_York
Beaumont,Beaumont,CA,California,America/Los_Angeles
Fountain Valley,Fountain Valley,CA,California,America/Los_Angeles
Southaven,Southaven,MS,Mississippi,America/Chicago
DeSoto,DeSoto,TX,Texas,America/Chicago
Tigard,Tigard,OR,Oregon,America/Los_Angeles
Perth Amboy,Perth Amboy,NJ,New Jersey,America/New_York
Apple Valley,Apple Valley,MN,Minnesota,America/Chicago
Fountainebleau,Fountainebleau,FL,Florida,America/New_York
South Whittier,South Whittier,CA,California,America/Los_Angeles
Berwyn,Berwyn,IL,Illinois,America/Chicago
Mount Prospect,Mount Prospect,IL,Illinois,America/Chicago
Texas City,Texas City,TX,Texas,America/Chicago
